timestamp(ms),XKF1[0].VD,XKF1[1].VD
371199.6791087456,-0.03555014729499817,-0.13209877908229828
371299.6791087456,-0.03698405995965004,-0.13186071813106537
371399.6791087456,-0.0384814515709877,-0.13188469409942627
371499.6791087456,-0.03887016326189041,-0.12943482398986816
371599.6791087456,-0.0366937480866909,-0.12585723400115967
371699.6791087456,-0.03509704768657684,-0.12245894968509674
371799.6791087456,-0.03371226042509079,-0.11834149807691574
371899.6791087456,-0.032906562089920044,-0.11484741419553757
371999.6791087456,-0.032931361347436905,-0.11227761209011078
372099.6791087456,-0.033802684396505356,-0.11097399145364761
372199.6791087456,-0.03428899496793747,-0.1094902828335762
372299.6791087456,-0.03393653407692909,-0.10688559710979462
372399.6791087456,-0.03249004855751991,-0.10327153652906418
372499.6791087456,-0.03078228048980236,-0.09928254038095474
372599.6791087456,-0.029723184183239937,-0.09675993025302887
372699.6791087456,-0.028895583003759384,-0.09442199021577835
372799.6791087456,-0.028337085619568825,-0.09212452173233032
372899.6791087456,-0.029471585527062416,-0.09167241305112839
372999.6791087456,-0.02982718124985695,-0.09072301536798477
373099.6791087456,-0.028188379481434822,-0.08843518793582916
373199.6791087456,-0.025738796219229698,-0.08518552780151367
373299.6791087456,-0.02424013242125511,-0.0822279080748558
373399.6791087456,-0.024382710456848145,-0.08161171525716782
373499.6791087456,-0.024754611775279045,-0.08066574484109879
373599.6791087456,-0.02545144408941269,-0.0810040682554245
373699.6791087456,-0.025708293542265892,-0.08009623736143112
373799.6791087456,-0.025658169761300087,-0.07784184068441391
373899.6791087456,-0.02399638667702675,-0.07405439764261246
373999.6791087456,-0.02252579666674137,-0.07202893495559692
374099.6791087456,-0.022615164518356323,-0.07019469141960144
374199.6791087456,-0.024356979876756668,-0.07005515694618225
374299.6791087456,-0.026025913655757904,-0.06967101246118546
374399.6791087456,-0.025353077799081802,-0.0675371065735817
374499.6791087456,-0.022513441741466522,-0.06326089799404144
374599.6791087456,-0.02057035081088543,-0.06025535985827446
374699.6791087456,-0.020205343142151833,-0.05975387990474701
374799.6791087456,-0.02198203280568123,-0.059560783207416534
374899.6791087456,-0.02263740450143814,-0.059689514338970184
374999.6791087456,-0.009766724891960621,-0.04564568027853966
375099.6791087456,0.0008627042407169938,-0.04440416768193245
375199.6791087456,-0.00540767190977931,-0.05394122749567032
375299.6791087456,0.0006854002131149173,-0.030308570712804794
375399.6791087456,-0.01925492472946644,-0.04340929538011551
375499.6791087456,-0.028218446299433708,-0.04956108704209328
375599.6791087456,-0.027620170265436172,-0.045143935829401016
375699.6791087456,-0.032868996262550354,-0.05230463668704033
375799.6791087456,-0.01902942918241024,-0.04158167541027069
375899.6791087456,-0.02332386001944542,-0.045715752989053726
375999.6791087456,-0.01209772564470768,-0.01683778688311577
376099.6791087456,-0.024593153968453407,-0.02806123159825802
376199.6791087456,-0.03508022427558899,-0.03712167218327522
376299.6791087456,-0.026857899501919746,-0.01734122820198536
376399.6791087456,-0.02529628947377205,-0.01598680578172207
376499.6791087456,-0.027020025998353958,-0.015349430032074451
376599.6791087456,-0.02861701138317585,-0.016147246584296227
376699.6791087456,-0.02531767077744007,-0.007100285030901432
376799.6791087456,-0.018368862569332123,0.005645214579999447
376899.6791087456,-0.015381871722638607,0.008904663845896721
376999.6791087456,-0.025824179872870445,0.011163566261529922
377099.6791087456,-0.042813148349523544,-0.006201205775141716
377199.6791087456,-0.035694461315870285,0.0021637706086039543
377299.6791087456,-0.03746381029486656,0.0028707541059702635
377399.6791087456,-0.0352075956761837,0.013196964748203754
377499.6791087456,-0.022509848698973656,0.02559000812470913
377599.6791087456,-0.036906786262989044,0.015832331031560898
377699.6791087456,-0.026031143963336945,0.024167459458112717
377799.6791087456,-0.03786562383174896,0.011829350143671036
377899.6791087456,-0.02976708486676216,0.03354433923959732
377999.6791087456,-0.025049200281500816,0.030482232570648193
378099.6791087456,-0.03449127823114395,0.03220994025468826
378199.6791087456,-0.0306044090539217,0.027525240555405617
378299.6791087456,-0.023613834753632545,0.05045897886157036
378399.6791087456,-0.033502280712127686,0.04040050879120827
378499.6791087456,-0.00957474485039711,0.05732864513993263
378599.6791087456,-0.016863467171788216,0.06716160476207733
378699.6791087456,-0.02693769335746765,0.052371684461832047
378799.6791087456,-0.029893022030591965,0.05132683366537094
378899.6791087456,-0.03165533393621445,0.06006248667836189
378999.6791087456,-0.026675820350646973,0.06762619316577911
379099.6791087456,-0.04268255829811096,0.07094888389110565
379199.6791087456,-0.033377934247255325,0.07878061383962631
379299.6791087456,-0.027967682108283043,0.08424033969640732
379399.6791087456,-0.0252591110765934,0.08892134577035904
379499.6791087456,-0.03297042101621628,0.07901202142238617
379599.6791087456,-0.03848343715071678,0.07052916288375854
379699.6791087456,-0.029997583478689194,0.08240897208452225
379799.6791087456,-0.028902141377329826,0.0914425328373909
379899.6791087456,-0.032542843371629715,0.08551663905382156
379999.6791087456,-0.03695642948150635,0.07009587436914444
380099.6791087456,-0.024691293016076088,0.08715608716011047
380199.6791087456,-0.017896974459290504,0.09859291464090347
380299.6791087456,-0.027100129052996635,0.0960092768073082
380399.6791087456,-0.02949013188481331,0.0934344157576561
380499.6791087456,-0.023047516122460365,0.08645450323820114
380599.6791087456,-0.01661631278693676,0.09809450805187225
380699.6791087456,-0.013853819109499454,0.10530675202608109
380799.6791087456,-0.02586153894662857,0.08461594581604004
380899.6791087456,-0.02369847521185875,0.09525208920240402
380999.6791087456,-0.01943126879632473,0.09775149077177048
381099.6791087456,-0.00781302247196436,0.10125891119241714
381199.6791087456,-0.004937015939503908,0.10772372782230377
381299.6791087456,-0.007990503683686256,0.10408622026443481
381399.6791087456,-0.014744692482054234,0.09698021411895752
381499.6791087456,-0.016679413616657257,0.09723123162984848
381599.6791087456,-0.0166709516197443,0.09923803806304932
381699.6791087456,-0.012511390261352062,0.08968958258628845
381799.6791087456,-0.004344283603131771,0.10940758138895035
381899.6791087456,-0.006323924288153648,0.1100926622748375
381999.6791087456,-0.005514930468052626,0.11069707572460175
382099.6791087456,-0.013596931472420692,0.09797640144824982
382199.6791087456,-0.019738446921110153,0.09589820355176926
382299.6791087456,-0.035894181579351425,0.0843835175037384
382399.6791087456,-0.0307586919516325,0.06596735864877701
382499.6791087456,-0.010629215277731419,0.09540984034538269
382599.6791087456,-0.01192488707602024,0.09683556854724884
382699.6791087456,-0.03549753129482269,0.0772121250629425
382799.6791087456,-0.0420408733189106,0.06138945743441582
382899.6791087456,-0.0342244878411293,0.08222267776727676
382999.6791087456,-0.008481142111122608,0.09341269731521606
383099.6791087456,-0.01971311680972576,0.0872035026550293
383199.6791087456,-0.0448823980987072,0.0711607038974762
383299.6791087456,-0.011764748021960258,0.10524243861436844
383399.6791087456,-0.03467094153165817,0.07999159395694733
383499.6791087456,-0.031024981290102005,0.09133318811655045
383599.6791087456,-0.0328933410346508,0.07303716987371445
383699.6791087456,-0.024964990094304085,0.08633432537317276
383799.6791087456,-0.03232141584157944,0.08249606192111969
383899.6791087456,-0.030843764543533325,0.08142802864313126
383999.6791087456,-0.038855720311403275,0.06590574234724045
384099.6791087456,-0.022488703951239586,0.08907030522823334
384199.6791087456,-0.02636355347931385,0.07969341427087784
384299.6791087456,-0.02819967456161976,0.0888189822435379
384399.6791087456,-0.046011555939912796,0.05540382117033005
384499.6791087456,-0.04905766248703003,0.05318183824419975
384599.6791087456,-0.05564860254526138,0.0425458587706089
384699.6791087456,-0.047099314630031586,0.056217074394226074
384799.6791087456,-0.03343888744711876,0.07045339047908783
384899.6791087456,-0.027693219482898712,0.07812707126140594
384999.6791087456,-0.028324155136942863,0.07646923512220383
385099.6791087456,-0.040196772664785385,0.05141168087720871
385199.6791087456,-0.02760746330022812,0.07349942624568939
385299.6791087456,-0.024867365136742592,0.07876208424568176
385399.6791087456,-0.033242858946323395,0.06761186569929123
385499.6791087456,-0.0387282595038414,0.06804133206605911
385599.6791087456,-0.03356197848916054,0.05701784789562225
385699.6791087456,-0.02582400292158127,0.07717670500278473
385799.6791087456,-0.023635081946849823,0.07744570076465607
385899.6791087456,-0.0244007408618927,0.07516928762197495
385999.6791087456,-0.025868408381938934,0.07281841337680817
386099.6791087456,-0.022222695872187614,0.06942035257816315
386199.6791087456,-0.03745183348655701,0.0469808503985405
386299.6791087456,-0.0341164655983448,0.07045935094356537
386399.6791087456,-0.026583820581436157,0.07654950767755508
386499.6791087456,-0.02348901890218258,0.061200644820928574
386599.6791087456,-0.016148008406162262,0.08454952389001846
386699.6791087456,-0.03357509523630142,0.05942145362496376
386799.6791087456,-0.032801538705825806,0.06651925295591354
386899.6791087456,-0.02109251171350479,0.07250187546014786
386999.6791087456,-0.03450559079647064,0.04709375277161598
387099.6791087456,-0.03122369572520256,0.048726171255111694
387199.6791087456,-0.038059595972299576,0.047551047056913376
387299.6791087456,-0.02671743556857109,0.06818170100450516
387399.6791087456,-0.021791156381368637,0.0652325227856636
387499.6791087456,-0.02695542387664318,0.05351032316684723
387599.6791087456,-0.023867759853601456,0.06417059153318405
387699.6791087456,-0.03227093443274498,0.06059439480304718
387799.6791087456,-0.02990698255598545,0.06655634939670563
387899.6791087456,-0.0253435205668211,0.07256817817687988
387999.6791087456,-0.03062967211008072,0.06828832626342773
388099.6791087456,-0.024310093373060226,0.06283850222826004
388199.6791087456,-0.018724629655480385,0.06648007780313492
388299.6791087456,-0.019776316359639168,0.06251233071088791
388399.6791087456,-0.02937493287026882,0.05448444187641144
388499.6791087456,-0.03196188062429428,0.04602975770831108
388599.6791087456,-0.018459826707839966,0.05963098257780075
388699.6791087456,-0.01926671713590622,0.04999351128935814
388799.6791087456,-0.012483722530305386,0.0629701092839241
388899.6791087456,-0.01990578882396221,0.05268761143088341
388999.6791087456,-0.033339884132146835,0.04013260081410408
389099.6791087456,-0.01707281544804573,0.06100976839661598
389199.6791087456,-0.013022338971495628,0.06512653082609177
389299.6791087456,-0.014815199188888073,0.05491381511092186
389399.6791087456,-0.021922428160905838,0.05366751551628113
389499.6791087456,-0.012893318198621273,0.05941174179315567
389599.6791087456,-0.0071377502754330635,0.06694058328866959
389699.6791087456,-0.010102885775268078,0.06450445204973221
389799.6791087456,-0.0138983353972435,0.057794664055109024
389899.6791087456,-0.03294888883829117,0.02406918816268444
389999.6791087456,-0.03503096476197243,0.029581541195511818
390099.6791087456,-0.01934007927775383,0.059550706297159195
390199.6791087456,-0.03752554953098297,0.024333752691745758
390299.6791087456,-0.026356415823101997,0.037575218826532364
390399.6791087456,-0.01554104033857584,0.05259030684828758
390499.6791087456,-0.02693578414618969,0.05072113499045372
390599.6791087456,-0.022232461720705032,0.052633240818977356
390699.6791087456,-0.013383522629737854,0.06394956260919571
390799.6791087456,-0.019220469519495964,0.05379316210746765
390899.6791087456,-0.011451741680502892,0.059806935489177704
390999.6791087456,-0.03290573135018349,0.0334591418504715
391099.6791087456,-0.03284785896539688,0.02754860557615757
391199.6791087456,-0.032885171473026276,0.033943139016628265
391299.6791087456,-0.020199786871671677,0.044225309044122696
391399.6791087456,-0.028853312134742737,0.029928481206297874
391499.6791087456,-0.0346488393843174,0.03677690774202347
391599.6791087456,-0.05204768851399422,0.02255430445075035
391699.6791087456,-0.04293593764305115,0.037489037960767746
391799.6791087456,-0.026615776121616364,0.05659858137369156
391899.6791087456,-0.024800920858979225,0.04685574769973755
391999.6791087456,-0.05819372460246086,0.00016393869009334594
392099.6791087456,-0.06302385032176971,-0.016895689070224762
392199.6791087456,-0.05661453306674957,-0.018015174195170403
392299.6791087456,-0.04486160725355148,-0.009520633146166801
392399.6791087456,-0.040021155029535294,-0.0042248982936143875
392499.6791087456,-0.046897001564502716,-0.01097169890999794
392599.6791087456,-0.04556841403245926,-0.01141138095408678
392699.6791087456,-0.027724485844373703,0.0009441020665690303
392799.6791087456,-0.0048411632888019085,0.014290248043835163
392899.6791087456,0.011593793518841267,0.022648366168141365
392999.6791087456,0.018632201477885246,0.025112798437476158
393099.6791087456,0.017267515882849693,0.02021987922489643
393199.6791087456,0.009579026140272617,0.009653033688664436
393299.6791087456,-0.008937499485909939,-0.009211086668074131
393399.6791087456,-0.03519439697265625,-0.036156654357910156
393499.6791087456,-0.04647441208362579,-0.04981289058923721
393599.6791087456,-0.0395142063498497,-0.04749651253223419
393699.6791087456,-0.023953674361109734,-0.03795187547802925
393799.6791087456,-0.004098179284483194,-0.02377820760011673
393899.6791087456,0.015602747909724712,-0.009247866459190845
393999.6791087456,0.03201781213283539,0.0045073446817696095
394099.6791087456,0.03961615264415741,0.009488902054727077
394199.6791087456,0.027122560888528824,-0.00341991544701159
394299.6791087456,-0.0017695965943858027,-0.030970973894000053
394399.6791087456,-0.030242087319493294,-0.058071624487638474
394499.6791087456,-0.04439063370227814,-0.07356197386980057
394599.6791087456,-0.037803083658218384,-0.07136992365121841
394699.6791087456,-0.012571107596158981,-0.05210151895880699
394799.6791087456,0.017384326085448265,-0.02764851786196232
394899.6791087456,0.04130570963025093,-0.008174280636012554
394999.6791087456,0.047380901873111725,-0.003510336857289076
395099.6791087456,0.03206118196249008,-0.018578825518488884